Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2960,4VFPqkCuTS1tQpbnsSot2q,LOUTA,DECIME QUE ES VERDAD,DECIME QUE ES VERDAD,44,184831,False,0.369,0.223,8,-9.582,0,0.0348,0.114,0.0,0.274,0.34,87.352,4,alt-rock
2634,3tB9hk5uxd7P1vZjpjzmLX,Tan Bionica,Destinologia,Música,47,325240,False,0.592,0.882,7,-4.378,1,0.0283,0.0175,0.00037,0.24,0.535,119.959,4,alt-rock
38527,5BvuyYHjA98IxU0nQUGzZr,The Black Keys,The Big Come Up,Heavy Soul,62,128893,False,0.432,0.617,0,-3.125,0,0.049,0.53,0.00553,0.122,0.873,98.326,4,garage
2453,4MTgIH5OZQHAbdBWgbKSAb,Survive Said The Prophet,MUKANJYO,MUKANJYO,64,192400,False,0.468,0.961,7,-4.082,1,0.114,0.00364,0.0,0.226,0.31,94.926,4,alt-rock
2896,2JT6jOMYwTE9eDMwXqeLZn,La Vela Puerca;Emiliano Brancciari,20 Años: Festejar para Sobrevivir - en Vivo,Zafar - En Vivo,44,277113,False,0.351,0.637,7,-8.241,1,0.0334,0.552,0.0,0.939,0.611,100.968,4,alt-rock
38471,4xBFKgS6VAmpmeoG0WJ9Pl,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",Found God in a Tomato,52,534213,False,0.238,0.789,0,-6.453,1,0.0404,0.00213,0.0212,0.349,0.291,82.06,4,garage
38278,2hxkbjPVAtDs2PCjvF56di,The Slingers,Fake Fruit,Happy Birthday To Me,32,480419,False,0.61,0.565,11,-9.39,0,0.0304,0.279,0.000466,0.342,0.346,134.979,4,garage
2749,0Qh7NOFNMZAd7TK2wlde99,Los Gardelitos,Sortilegio de Arrabal,Sortilegio de Arrabal (En Vivo),46,211761,False,0.434,0.887,9,-9.693,0,0.102,0.00307,0.0,0.381,0.531,169.975,4,alt-rock
2039,2QLFTiSNgt6cT3aQdeGFhd,The Killers;Ryan Pardey,Home At Christmas,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alt-rock
2864,2dbA4sPwu3iK72c0mA6907,Red Hot Chili Peppers,Return of the Dream Canteen,Bella,66,291346,False,0.492,0.815,7,-5.499,0,0.0487,0.00643,2e-05,0.0875,0.812,171.379,4,alt-rock
38886,0vt0KNu6SoecopUq9sp4vS,Scott H. Biram,Nothin' But Blood (Bonus Track Version),Slow & Easy,29,259746,False,0.594,0.481,7,-8.246,1,0.0403,0.82,0.000183,0.102,0.57,114.161,4,garage
2822,7rVJVRNCAJkoQ2ta6E9fY2,NX Zero,Em Comum,Hoje O Céu Abriu,46,230773,False,0.56,0.918,6,-3.38,1,0.0344,0.1,1.07e-06,0.115,0.595,101.919,4,alt-rock
2080,08k0JhCj8oJLB7Xuclr57s,Weezer,Fiesta temática 90s,My Name Is Jonas,1,206120,False,0.261,0.947,11,-3.031,1,0.0487,0.000193,0.00326,0.31,0.552,185.942,3,alt-rock
38938,7AplhK7a5xl4k1ppVLqyu5,Together Pangea,Living Dummy,Make Me Feel Weeeird,24,157232,False,0.415,0.707,9,-11.272,1,0.101,0.289,0.0169,0.176,0.39,175.442,4,garage
38855,77iRifbhkJGvGBBRNykUwN,Drugdealer;Weyes Blood,The End Of Comedy,Suddenly,56,197040,False,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,4,garage
2101,0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,76,217026,False,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,alt-rock
2596,5zc2yka1Itw55sYxeGH4Sp,Las Pastillas del Abuelo,Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016),Rompecabezas De Amor... - Live In Buenos Aires / 2016,48,305813,False,0.537,0.688,2,-5.879,0,0.0308,0.33,1.22e-05,0.896,0.337,76.155,4,alt-rock
2813,6LgJvl0Xdtc73RJ1mmpotq,Radiohead,OK Computer,Paranoid Android,70,387213,False,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,4,alt-rock
38029,42GuKw49pPxNAkIhWGwgFs,Arctic Monkeys,The Car,Body Paint,0,290584,False,0.556,0.315,7,-11.651,0,0.0625,0.568,0.0,0.0774,0.256,143.327,4,garage
2228,1f9jv3jIHqwZhVW7NMAgYN,Pantera,Groove Metal Roots & Branches,Mouth for War,1,236720,False,0.361,0.97,8,-5.69,0,0.0837,6.58e-06,0.000162,0.039,0.561,156.96,4,alt-rock
38644,7u3Q4Dk4z4Kf7QdkaHFFZ5,Polish Club,Emo Christmas 2022,All I Want For Christmas Is You,0,192372,False,0.237,0.894,2,-4.563,1,0.211,0.0757,6.1e-06,0.558,0.14,151.478,4,garage
2811,1LomCMl5wD3MPVlC6smUHe,Wolf Alice,Visions Of A Life,Don’t Delete The Kisses,65,275226,False,0.604,0.789,5,-6.259,1,0.0273,0.0011,0.828,0.368,0.348,122.032,4,alt-rock
38874,44wpI0UDgrgxzqtfkihBxW,The Frights,The Frights,Hard Ticket,26,276793,False,0.366,0.816,4,-3.34,1,0.0381,0.0146,0.411,0.312,0.646,95.51,4,garage
38460,1y7agAufBsudgRXuq6Ekqb,Gorgon City;MNEK,Sirens (Deluxe),Ready For Your Love,61,198880,False,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,4,garage
38202,0pAiyIHt9DyHOjWgF41kp6,Maribou State;Holly Walker,Portraits,Steal,64,219945,False,0.729,0.456,6,-6.795,0,0.0528,0.62,0.000133,0.0919,0.221,110.999,4,garage
2808,0QQIhT6PtJ5glyn4HKNKQ6,KALEO,A/B,All the Pretty Girls,70,269893,False,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747,4,alt-rock
38086,57Xjny5yNzAcsxnusKmAfA,The Strokes,Room On Fire,Reptilia,75,219826,False,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,4,garage
2954,70wYA8oYHoMzhRRkARoMhU,The Killers,Sam's Town,When You Were Young,77,220426,False,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4,alt-rock
38389,5jXFUXNy6e4MqkZWvRud3M,The Growlers,Are You In Or Out?,Heehaw Stomp,29,196226,False,0.53,0.726,4,-6.082,0,0.0322,0.603,0.00252,0.708,0.644,121.972,4,garage
2985,5EL8He4J2hrTWl9rxbE3DY,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),El Maestro - En Vivo,44,170866,False,0.65,0.915,4,-5.761,0,0.0368,0.446,0.0,0.91,0.885,112.028,4,alt-rock
38515,5hpFjOr8K6WPsETlEv4YU6,Good Doogs,Nothing to Do,Nothing to Do,28,178053,False,0.375,0.911,7,-5.994,1,0.058,8.23e-06,0.47,0.117,0.701,162.166,4,garage
2233,13qGcgZe2DoDxPwXbbcbTg,No Doubt,Los Clásicos del Pop 90s,Don't Speak,0,262746,False,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,alt-rock
2555,5pKCDm2fw4k6D6C5Rk646C,Bullet For My Valentine,The Poison,Tears Don't Fall,65,348386,True,0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,4,alt-rock
2825,3ywytFNiWrmc59LKpGP6NY,Patricio Rey y sus Redonditos de Ricota,Cordero Atado,El Arte del Buen Comer,46,276440,False,0.682,0.704,4,-8.286,0,0.0298,0.0205,5.66e-05,0.146,0.298,105.889,4,alt-rock
2480,6PQLxN9DvI4Abr3hmsX3NQ,Hole,Fiesta temática 90s,Miss World,0,180066,False,0.331,0.722,7,-8.461,1,0.0408,0.00204,5.5e-05,0.256,0.349,125.619,4,alt-rock
2335,2f14KQkkTTPbqjkBySHhwA,Royal Blood,20's Rock,Trouble's Coming,0,228400,False,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,4,alt-rock
38365,0U6Vg6RUmzADUO0Y9fVKft,Arctic Monkeys,Tranquility Base Hotel & Casino,Golden Trunks,51,173626,False,0.492,0.564,2,-5.811,1,0.0278,0.129,1.73e-05,0.131,0.0896,92.544,4,garage
38199,5Zwg9L8RVPl04ZCmfK7vdV,Ultrasonicas,Ultrasonicas,Vente en Mi Boca,36,100480,True,0.479,0.915,9,-4.374,1,0.0502,0.000248,0.557,0.158,0.966,150.74,4,garage
2703,2EtDBM1HREttw143IwZvJ0,The Score;blackbear,Pressure,Dreamin (with blackbear),59,198640,True,0.609,0.726,1,-3.947,0,0.108,0.00252,0.0,0.0745,0.616,79.967,4,alt-rock
38185,06eFWpksA3M9qg8GeOGGBX,Jamie xx,LET’S DO IT AGAIN,LET’S DO IT AGAIN - Radio Edit,63,225494,False,0.66,0.837,2,-7.415,0,0.0294,0.242,0.876,0.0704,0.302,123.991,4,garage
2738,1up0F8kK6mgObzqWi9Myom,Steve Earle,Finest Country,Jerusalem,0,236186,False,0.445,0.776,2,-4.492,1,0.0346,0.00252,0.0074,0.0981,0.403,118.379,4,alt-rock
2435,15IuOb99czEVjmWHXCEGBJ,Ella Es Tan Cargosa,Ella Es Tan Cargosa,Ni Siquiera Entre Tus Brazos,51,214213,False,0.63,0.715,9,-6.385,1,0.0271,0.0265,0.0,0.245,0.765,134.986,4,alt-rock
2546,5jhIWm2hXdVQJaRDE9AGhW,The Shins,Alternative Christmas 2022,Wonderful Christmastime,0,146520,False,0.634,0.689,11,-5.406,1,0.0307,0.0109,0.0,0.114,0.899,140.071,4,alt-rock
38354,6V2QgOIMT94HhsfeIVbbZm,Maribou State,Portraits Outtakes,Manila,59,192533,False,0.715,0.612,6,-7.865,0,0.0378,0.312,0.905,0.324,0.345,124.022,4,garage
38990,0N2klLDNOS9yTFheF1XFtu,Shannon & The Clams,Onion,Strange Wind,24,201733,False,0.404,0.867,11,-6.772,1,0.132,0.697,0.914,0.434,0.696,167.893,4,garage
38031,5ygEUpyZy5qtZ1423zymBW,Arctic Monkeys,The Car,Hello You,0,244932,False,0.394,0.452,4,-9.923,0,0.0321,0.276,0.00998,0.193,0.653,169.298,4,garage
2283,1nQYbtP8RwXxA7DwW6Kn38,Rob Zombie,Twisted Halloween Hits,Living Dead Girl,0,201400,False,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,alt-rock
2303,7IL8PSVwLOJxqYne6azxQv,The Neighbourhood,Chip Chrome & The Mono-Tones,Pretty Boy,75,234093,False,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,4,alt-rock
2446,2panoBuJZ4gZWvMwycOoRO,Los Bunkers,Modo trabajación,Ángel Para Un Final,0,243160,False,0.259,0.654,6,-3.858,0,0.0331,0.025,0.0,0.219,0.452,181.893,3,alt-rock
2829,7tajVL3uCWa2D9xfGgDHMn,No Te Va Gustar;Draco Rosa,Otras Canciones,Poco,45,250535,False,0.532,0.747,0,-8.247,1,0.0406,0.177,0.000233,0.816,0.659,134.056,4,alt-rock
38510,5JCiqYJxcK4XO1mbQyPNdk,Crumb,Crumb,Bones,56,193981,False,0.51,0.603,11,-9.691,0,0.0361,0.191,0.382,0.551,0.413,91.121,4,garage
2803,6lvJDlBrtabJWiBlMTGxKs,Blonde Redhead,Melody of Certain Damaged Lemons,For the Damaged Coda,60,157000,False,0.5,0.47,0,-9.995,0,0.0395,0.798,0.88,0.0899,0.0766,141.454,4,alt-rock
38059,2QUlMbvD9bL8wHqfsoqoet,Arctic Monkeys,Why'd You Only Call Me When You're High?,Stop The World I Wanna Get Off With You,70,191040,False,0.661,0.73,6,-6.779,0,0.0574,0.0537,3.44e-05,0.14,0.53,95.027,4,garage
2040,2MCUHzFEXf39cyzcNyKw7B,Weezer;AJR,All Out Alternative,All My Favorite Songs,0,170720,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,alt-rock
2987,0f70fllnpYQJlADzm3dkEX,Estelares,Ríos de Lava - Single,Ríos de Lava,44,223692,False,0.596,0.81,9,-7.48,1,0.0273,0.000322,0.0,0.155,0.705,130.022,4,alt-rock
2058,0AOmbw8AwDnwXhHC3OhdVB,Thousand Foot Krutch,The End Is Where We Begin,Courtesy Call,72,236898,False,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,4,alt-rock
2702,49clMzwHdKb5f0awEH99pg,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",A Change Of Heart,59,283840,True,0.736,0.502,5,-7.465,1,0.0242,0.223,0.0105,0.0843,0.533,105.003,4,alt-rock
38448,6BF2vG8okxn0rYWWWGxWzH,Sly Withers,Gardens,Sleep On The Weekends,30,229720,False,0.297,0.559,0,-7.428,1,0.031,0.015,0.0,0.12,0.16,147.034,3,garage
2901,2JuasWPUodaUxf5nwNpciQ,Alice In Chains,Jar Of Flies,Nutshell,71,259200,False,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3,alt-rock
2255,1wybXxUeY5yj4Zi7d6jAaW,Willyecho,Welcome to the Fire,Welcome to the Fire,52,202250,False,0.597,0.522,2,-5.683,0,0.0331,0.297,0.0,0.0854,0.334,119.792,4,alt-rock
2579,7op5RCUvgqOJcKAs4rZw2N,Guasones,Toro Rojo,100 Años,48,241946,False,0.542,0.812,7,-5.374,1,0.0285,0.0292,0.00859,0.426,0.455,138.965,4,alt-rock
38778,5k6l1d5qDciqW45DKkmLxz,Billy Childish;Dan Melchior,Root Damage,Length of Pipe,26,130772,False,0.481,0.953,2,-3.449,0,0.207,0.833,0.647,0.381,0.764,146.351,4,garage
38100,3mGs8a5zkfGyQQBA8vB13q,CASTLEBEAT,VHS,Here,56,213857,False,0.469,0.668,2,-9.168,1,0.0314,8.6e-06,0.841,0.116,0.239,139.972,4,garage
38808,6Z08uHle60QoS4YEzRuYYs,Sick Thoughts,Heaven is No Fun,E.M.P.,23,96293,True,0.255,0.977,11,-1.87,0,0.0975,1.65e-05,0.798,0.334,0.508,108.335,4,garage
2631,50RFZ81kvSH0FKGumrw8sQ,Kapanga,Operacion Rebenque,El Universal,48,191946,False,0.57,0.885,2,-3.09,1,0.0387,0.0641,0.0,0.0712,0.857,149.878,4,alt-rock
2441,7udYCqlu5Y9hZFFcDFNtuO,Blind Melon,90's Music Grandi Successi,No Rain,0,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,alt-rock
38627,4675soLpfDztXahxAIhn55,Scott H. Biram,The Bad Testament,Red Wine,31,317000,False,0.41,0.653,9,-6.503,1,0.0367,0.759,0.276,0.355,0.543,96.43,3,garage
38092,6dNJ3lasVLPd0078T9yqlm,Wolfmother,Wolfmother,Joker And The Thief,64,279666,False,0.264,0.8,0,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,4,garage
38502,6C0xucNj75wRdlejwWIEW1,Kasabian,Kasabian,Club Foot,61,214373,False,0.238,0.919,0,-6.893,1,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,4,garage
2719,2jfk3m8nq5IvB35s2xIs1O,Skillet,Rise (Deluxe Edition),Not Gonna Die,66,225280,False,0.445,0.953,5,-2.463,0,0.0704,0.0106,0.0,0.281,0.475,172.063,4,alt-rock
2816,5i9YJPhJo1RrWHKjkbkgmk,Büyük Ev Ablukada,FIRTINAYT,BENİM KAFAM SİKTİRMİŞ GİTMİŞ,45,117460,True,0.761,0.652,11,-10.534,0,0.236,0.0632,0.0,0.104,0.847,125.018,4,alt-rock
2573,29fm3WWIiHmHIaMX2tK2aH,Caifanes,Caifanes,Te Estoy Mirando,48,224693,False,0.606,0.957,10,-3.951,1,0.0562,0.335,0.0104,0.0934,0.683,113.867,4,alt-rock
2462,2a1iMaoWQ5MnvLFBDv4qkf,Radiohead,The Bends,High and Dry,75,257480,False,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4,alt-rock
38238,50jXnyrzW4mcBBqFTMEoAC,Death From Above 1979,Outrage! Is Now,Freeze Me,57,198081,False,0.511,0.724,0,-5.927,1,0.0311,0.000826,0.00019,0.23,0.536,130.029,4,garage
2914,2mvffzYUJ9Ld9xhsF5DUjU,Nirvana,Nevermind (Remastered),In Bloom,67,255080,False,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,4,alt-rock
2119,42Jkqzhm5Y7ab7f1d22GTq,Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,Pañuelos al viento,Paloma,2,285024,False,0.727,0.382,9,-9.145,1,0.0314,0.809,0.0,0.0998,0.828,115.003,4,alt-rock
2944,4PY23WVDXuHDHwhg0P7PDq,Detonautas Roque Clube,Detonautas Acústico,Só por hoje / Tenis Roque,44,277693,False,0.471,0.796,7,-8.318,1,0.0423,0.0439,0.000226,0.712,0.339,178.063,4,alt-rock
38632,6xyCDjT4FoMs9N2tfctIE3,Verge Collection,Feel Bad Songs,Feel Bad Songs,27,153106,False,0.427,0.915,6,-6.563,0,0.101,0.00165,0.525,0.199,0.482,172.938,4,garage
2932,2NXYLpZdCZ6qaqZlaMpDMd,Luis Alberto Spinetta,Mondo Di Cromo,No Te Alejes Tanto De Mí,45,209893,False,0.783,0.292,2,-18.026,1,0.0404,0.164,0.00185,0.153,0.696,120.802,4,alt-rock
38105,7BkQoM9YxE7RvfRsWXhcGP,OKAMOTO'S,KNO WHERE,Welcome My Friend,49,232413,False,0.712,0.613,4,-5.67,0,0.0305,0.0297,0.0,0.0513,0.613,109.052,4,garage
38518,5FFupEPRmnUdQi6SexMtKv,Pandamic,Scumbag,Broke,28,138650,True,0.482,0.894,2,-4.361,1,0.174,0.00111,2.07e-05,0.285,0.516,185.129,4,garage
38436,7gCJf1XJihp7LPhPlCItzo,The Smith Street Band,Don't Waste Your Anger,Big Smoke,30,211044,False,0.354,0.813,10,-4.939,1,0.0405,0.00505,4.89e-06,0.148,0.147,139.956,4,garage
38338,34dKNAFLXzgWWutWgDtxxN,The Slingers,The Cruellest Cut,The Cruellest Cut,30,329645,False,0.69,0.651,0,-5.631,1,0.0238,0.0352,0.000429,0.164,0.542,105.005,4,garage
2169,3KKmCToTNy7Mnvkd9k0vVR,KALEO,Timeless Rock Hits,Way Down We Go,1,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
2353,12g9IeQzX7xECLNxz8dpb5,The 1975,Being Funny In A Foreign Language,I'm In Love With You,71,262623,True,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4,alt-rock
2855,4zIJHigfguvdm3O8c9KPeo,The Score,ATLAS,Who I Am,55,215746,False,0.547,0.689,8,-5.207,0,0.0335,0.0113,0.0,0.15,0.647,80.041,4,alt-rock
2019,5xUhs6dlfkcxZM8zq7riYF,Red Hot Chili Peppers,Tek It - New Noise,Black Summer,1,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock
38666,1R0Xm5tmiMdVfcbb5ESukB,The Streets,Don't Mug Yourself,Don't Mug Yourself - Video Edit,27,176399,False,0.825,0.56,1,-7.343,1,0.235,0.0906,0.0,0.0858,0.961,90.021,4,garage
38793,1ydB2p3ZoUXYmKDnL3Wowt,Cash Savage and the Last Drinks,One of Us,Run With the Dogs,27,309583,False,0.577,0.891,11,-6.274,0,0.0355,0.00219,0.243,0.0958,0.297,94.498,4,garage
2432,3672DNEisN5yExyR4KUPww,Blind Melon,REGNIG DAG,No Rain,0,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,alt-rock
38752,0aD8W0ChzDgEKpB1zsJ8zv,Tommy James & The Shondells,Crimson & Clover,Crystal Blue Persuasion,55,242320,False,0.621,0.341,9,-11.447,1,0.049,0.102,7.78e-05,0.0652,0.578,98.554,4,garage
2835,68gi1yEZqkzKJPiUeZe8bI,Los Estramboticos,Lágrimas y Risas,Oír Tu Voz,46,214946,False,0.711,0.907,9,-3.267,1,0.0355,0.0611,0.000337,0.111,0.922,94.993,4,alt-rock
2270,6AQl2w7IHk6jOYgSZcXj8z,Smash Mouth,OO's Music Grandi Successi,I'm A Believer - Radio Edit,3,183400,False,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.4e-06,0.393,0.92,82.336,4,alt-rock
38823,7I5ASCk6ke8zNQufjp9C0V,Sad Park,It's All Over,Nothing Ever,26,220314,False,0.531,0.96,7,-6.42,1,0.0907,9.95e-05,0.649,0.0766,0.377,98.982,4,garage
2977,522MbOYOtRZTyRQNfJrE5h,Conociendo Rusia,Cabildo y Juramento,Montaña Infinita,44,230866,False,0.616,0.395,2,-6.017,1,0.0301,0.289,5.6e-06,0.166,0.398,120.758,3,alt-rock
38616,1qPFISpPUazEtrfJaMhVUI,GLIM SPANKY,愚か者たち,愚か者たち,29,264666,False,0.347,0.938,8,-2.43,1,0.0676,0.0353,0.00644,0.348,0.475,175.959,4,garage
38251,5T545E02gCrnhkPoHXJPxK,M.A.G.S.,M.A.G.S.,Drugs,59,134899,False,0.577,0.846,10,-7.606,0,0.0351,0.0356,2.77e-05,0.0814,0.693,115.087,4,garage
38482,6SdAztAqklk1zAmUHhU4N7,The Strokes,Angles,Taken for a Fool,58,203240,False,0.569,0.89,5,-4.447,1,0.0559,0.00595,0.0112,0.226,0.885,137.044,4,garage
38224,0w2kfnU1PFKxjmZFQ1J1X8,Acid Ghost,I Want to Hide My Face & Die,Overthinking,50,241859,False,0.611,0.871,11,-3.739,1,0.028,0.725,0.846,0.232,0.245,129.045,4,garage
38695,65wUTKQhWvfCoGvayiJ4du,The Buckinghams,Kind of a Drag (Expanded Edition),Kind of a Drag,28,127160,False,0.298,0.634,7,-9.309,1,0.0407,0.799,1.51e-05,0.299,0.381,138.693,4,garage
2622,70oCSjkWqBvGBql9gJz5dx,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,Fusilados por la Cruz Roja,47,255000,False,0.557,0.873,9,-6.674,0,0.0449,0.00822,0.00453,0.0648,0.868,162.842,4,alt-rock
2208,0fxpHpK3aw2nFWII6yveDD,Matt Redman,"10,000 Reasons (Live)","10,000 Reasons (Bless The Lord) - Live",66,342493,False,0.431,0.485,7,-8.085,1,0.0274,0.452,0.0,0.544,0.367,145.22,4,alt-rock
2288,6AY2zdaF4LJykDhGGE4nv6,Rob Zombie,Helloween Party,Living Dead Girl,0,201400,False,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,alt-rock
2672,2pcv1gReKGKTqg7YCWIXjp,Semisonic,Los Clásicos del Pop 90s,Closing Time,0,274160,False,0.478,0.854,7,-5.454,1,0.0289,0.02,1.12e-06,0.115,0.274,91.856,4,alt-rock
38001,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,False,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,garage
2408,2oaK4JLVnmRGIO9ytBE1bt,Red Hot Chili Peppers,The Getaway,Dark Necessities,74,302000,False,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4,alt-rock
2991,1N9UaGzXe20ZRXpGDrQZhI,Los Auténticos Decadentes,Sigue Tu Camino,Pendeviejo,44,212386,False,0.396,0.955,4,-1.889,1,0.272,0.0786,0.0,0.194,0.523,180.04,4,alt-rock
2022,52cFhaPuS5oLrmFoJw4J9j,The Killers,Rock Workout 2023,Mr. Brightside,2,223973,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,4,alt-rock
2204,2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,alt-rock
2853,2rtGaCAeYtmcIvuZsvgTf6,Radiohead,Kid A,How to Disappear Completely,67,356333,False,0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4,alt-rock
2340,5zLtABAGH8rxBXOyEgqCgl,Royal Blood,Timeless Rock Hits,Figure It Out,0,184053,False,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,4,alt-rock
38664,5j2LDsUsxbCnZkhJwLkbKp,Arctic Monkeys,Cornerstone,Catapult,51,206944,False,0.483,0.937,9,-7.832,0,0.0759,0.000212,0.0,0.295,0.673,150.998,4,garage
38218,2lffRiAET2Xt6BNb4EmkS2,The Strokes,Comedown Machine,80's Comedown Machine,55,298613,False,0.488,0.503,0,-8.89,1,0.0326,0.00583,0.809,0.101,0.38,144.035,4,garage
38414,4m3uMuu1gYYjZPtZvTOe6t,The Growlers,Casual Acquaintances,Orgasm of Death,58,235692,False,0.415,0.728,11,-5.568,0,0.0303,0.000303,0.000106,0.595,0.703,154.992,4,garage
38210,4wMR4fRKMTyUJG6VAsmccv,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Riot Van,61,134933,False,0.593,0.333,9,-14.342,1,0.046,0.358,0.0,0.245,0.258,103.537,4,garage
2531,6JMUqW6dwWduaPPqGCkcgk,Catupecu Machu,Cuentos Decapitados,Eso Vive,49,181560,False,0.671,0.961,11,-2.564,1,0.0732,0.00558,1.31e-05,0.0306,0.922,104.054,4,alt-rock
2587,769Fq73HiVK9qfOQKKvpLB,Pulp,Fiesta temática 90s,Sorted For E's & Wizz,0,217666,False,0.507,0.9,0,-5.513,1,0.0635,0.226,0.0,0.377,0.536,94.466,4,alt-rock
2081,3kQhWtoluFHPbcBC6gyYrZ,Zoé,tardes tranqui,Arrullo De Estrellas,0,252986,False,0.462,0.765,5,-7.011,1,0.036,0.324,0.231,0.0757,0.399,81.513,4,alt-rock
2770,4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The Kids Aren't Alright,81,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,alt-rock
2051,2xql0pid3EUwW38AsywxhV,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,80,244013,False,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,alt-rock
2780,7IWbx6SKa1HzTdw9wuxUfc,Michael W. Smith,Santa's Christmas List,Happy Holiday / Holiday Season - Medley,0,186760,False,0.339,0.67,5,-4.587,1,0.0405,0.511,0.0,0.208,0.494,147.844,4,alt-rock
38240,15ryA6NGMbP51thG1V2Dd9,Japanther,Yer Living Grave,The Gravy,33,119386,False,0.551,0.859,2,-5.364,1,0.0552,0.503,0.832,0.0911,0.889,92.92,4,garage
38657,4Q2vbGXSU28xWveWKp4wra,Arctic Monkeys,Live at the Royal Albert Hall,505 - Live,51,275733,False,0.343,0.724,0,-9.384,1,0.0753,0.0133,3.89e-05,0.325,0.186,139.451,4,garage
38816,672N8DGGTOLCOgWe0koX5g,The Stooges,The Stooges,I Wanna Be Your Dog,59,188560,False,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,4,garage
2094,7mntHnF2frXuZwFAp8ouCB,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,0,84973,False,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,alt-rock
